Manga ID,Manga URL,English Title,Synonims Titles,Japanese Title,Type,Volumes,Chapters,Status,Published,Published Dates,Genres,Author,Serialization,Score,Ranked,Popularity,Members,Favorites,Score Voted By
126,https://myanimelist.net/manga/22651/The_Breaker__New_Waves,Unknown,"The Breaker 2, The Breaker: NW, The Breaker: Part 2, The Breaker: Martial Arts City",브레이커NW,Manhwa,20,203,Finished,"Oct  8, 2010 to May  8, 2015","{'from': '2010-10-08', 'to': '2015-05-08'}","['Action', 'Comedy', 'Drama', 'Martial', 'Martial', 'Romance', 'School']","['Park, Jin-Hwan (Art)', ' Jeon, Geuk-jin (Story)']",Daum Webtoon,8.47,127,86,70685,4266,40169
127,https://myanimelist.net/manga/4658/Fullmetal_Alchemist,Fullmetal Alchemist,"Hagane no Renkinjutsushi, FMA, Fullmetal Alchemist Novel",鋼の錬金術師,Novel,7,35,Finished,"Feb 2003 to Apr  22, 2010","{'from': '2003-02-00', 'to': '2010-04-22'}","['Action', 'Adventure', 'Comedy', 'Mystery', 'Drama', 'Historical', 'Shounen', 'Supernatural', 'Psychological']","['Arakawa, Hiromu (Art)', ' Inoue, Makoto (Story)']",None,8.47,128,988,11023,556,3941
128,https://myanimelist.net/manga/743/21st_Century_Boys,21st Century Boys,"21stCB, 21 Seiki Shounen",21世紀少年,Manga,2,16,Finished,"Dec  25, 2006 to Jul  14, 2007","{'from': '2006-12-25', 'to': '2007-07-14'}","['Mystery', 'Drama', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)']",Big Comic Spirits,8.46,129,199,40927,483,22838
129,https://myanimelist.net/manga/9711/Bakuman,Bakuman。,Unknown,BAKUMAN。 バクマン。,Manga,20,176,Finished,"Aug  11, 2008 to Apr  23, 2012","{'from': '2008-08-11', 'to': '2012-04-23'}","['Comedy', 'Drama', 'Romance', 'Shounen']","['Obata, Takeshi (Art)', ' Ohba, Tsugumi (Story)']",Shounen Jump (Weekly),8.46,130,25,124737,10652,64602
130,https://myanimelist.net/manga/10552/Hoshi_no_Samidare,Lucifer and the Biscuit Hammer,"Wakusei no Samidare, Lucifer and Biscuit Hammer, Lucifer BH",惑星のさみだれ,Manga,10,65,Finished,"Jun  30, 2005 to Aug  30, 2010","{'from': '2005-06-30', 'to': '2010-08-30'}","['Action', 'Adventure', 'Comedy', 'Drama', 'Psychological', 'Seinen']","['Mizukami, Satoshi (Story & Art)']",Young King OURs GH,8.46,131,202,40407,3000,16888
131,https://myanimelist.net/manga/419/Nodame_Cantabile,Nodame Cantabile,"Nodame Cantabile: Encore Opera-hen, Nodame Cantabile Backstage",のだめカンタービレ,Manga,25,150,Finished,"Jul  10, 2001 to Aug  25, 2010","{'from': '2001-07-10', 'to': '2010-08-25'}","['Comedy', 'Romance', 'Slice', 'Slice', 'Josei']","['Ninomiya, Tomoko (Story & Art)']",Kiss,8.45,132,448,20817,868,7886
132,https://myanimelist.net/manga/658/Blade_of_the_Immortal,Blade of the Immortal,"Mugen no Juunin, Inhabitant of Infinity",無限の住人,Manga,30,207,Finished,"Jun  25, 1993 to Dec  25, 2012","{'from': '1993-06-25', 'to': '2012-12-25'}","['Action', 'Adventure', 'Drama', 'Historical', 'Martial', 'Martial', 'Samurai', 'Supernatural', 'Seinen']","['Samura, Hiroaki (Story & Art)']",Afternoon,8.45,133,177,44010,2312,12304
133,https://myanimelist.net/manga/1469/Glass_no_Kamen,Unknown,The Glass Mask,ガラスの仮面,Manga,Unknown,Unknown,Publishing,Jan 1976 to ?,"{'from': '1976-01-00', 'to': 'Unknown'}","['Drama', 'Romance', 'Shoujo']","['Miuchi, Suzue (Story & Art)']",Hana to Yume,8.45,134,1507,7498,338,2015
134,https://myanimelist.net/manga/3299/Ookami_to_Koushinryou,Spice & Wolf,Spice and Wolf,狼と香辛料,Manga,16,108,Finished,"Sep  27, 2007 to Dec  27, 2017","{'from': '2007-09-27', 'to': '2017-12-27'}","['Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Supernatural', 'Seinen']","['Koume, Keito (Art)', ' Hasekura, Isuna (Story)']",Dengeki Maoh,8.45,135,346,27049,1602,9281
135,https://myanimelist.net/manga/17051/Barakamon,Barakamon,Unknown,ばらかもん,Manga,18,135,Finished,"Feb  22, 2008 to Jan  10, 2019","{'from': '2008-02-22', 'to': '2019-01-10'}","['Comedy', 'Shounen', 'Slice', 'Slice']","['Yoshino, Satsuki (Story & Art)']",Gangan Online,8.45,136,374,25201,1059,7022
136,https://myanimelist.net/manga/21498/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_5__End_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 5: End of the Golden Witch,When Seagulls Cry Episode 5: End of the Golden Witch,うみねこのなく頃に散 - Episode 5: End of the Golden Witch,Manga,6,27,Finished,"Oct  22, 2010 to Nov  22, 2012","{'from': '2010-10-22', 'to': '2012-11-22'}","['Mystery', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Shounen', 'Supernatural', 'Psychological', 'Thriller']","['Ryukishi07 (Story)', ' Akitaka (Art)']",Gangan Joker,8.45,137,1546,7290,273,3082
137,https://myanimelist.net/manga/30079/Annarasumanara,Annarasumanara,Unknown,안나라수마나라,Manhwa,3,27,Finished,"Jul  2, 2010 to Dec  31, 2010","{'from': '2010-07-02', 'to': '2010-12-31'}","['Mystery', 'Drama', 'Romance', 'School', 'Psychological', 'Seinen']","['Ha, Il-Kwon (Story & Art)']",Naver Webtoon,8.45,138,172,44623,2400,19974
138,https://myanimelist.net/manga/39859/Steins_Gate,Unknown,"Chouyoku no Divergence:Reverse, Keijijou no Necrosis:Reverse, Kyoukai Menjou no Steins,Gate:Rebirth, Rokubungi no Idiom",STEINS;GATE,Novel,5,17,Finished,"Jun  30, 2011 to May  31, 2012","{'from': '2011-06-30', 'to': '2012-05-31'}","['Sci', 'Sci', 'Thriller']","['Sakai, Kyuuta (Art)', ' Miwa, Kiyomune (Story)']",None,8.45,139,1890,6134,137,1279
139,https://myanimelist.net/manga/93516/SQ__Begin_W_Your_Name,Unknown,"Their Story, Tamen De Gushi, SQ: Cong Ni De Mingzi Kaishi, SQ: Begin With Your Name!",SQ从你的名字开始,Manhua,1,9,Finished,"Oct 5, 2015",{'from': '2015-10-05'},"['Comedy', 'School', 'Shoujo', 'Shoujo', 'Slice', 'Slice']",['Tanjiu (Story & Art)'],None,8.45,140,291,31017,1462,11468
140,https://myanimelist.net/manga/39325/Boku_dake_ga_Inai_Machi,ERASED,"The Town Where Only I am Missing, BokuMachi",僕だけがいない街,Manga,9,49,Finished,"Jun  4, 2012 to Nov  4, 2016","{'from': '2012-06-04', 'to': '2016-11-04'}","['Mystery', 'Supernatural', 'Psychological', 'Seinen']","['Sanbe, Kei (Story & Art)']",Young Ace,8.44,141,117,60674,2680,28323
141,https://myanimelist.net/manga/42/Dragon_Ball,Dragon Ball,"Dragonball, Dragon Ball Z, Dragonball Z",ドラゴンボール,Manga,42,520,Finished,"Nov  20, 1984 to May  23, 1995","{'from': '1984-11-20', 'to': '1995-05-23'}","['Action', 'Adventure', 'Comedy', 'Martial', 'Martial', 'Sci', 'Sci', 'Shounen', 'Super', 'Super']","['Toriyama, Akira (Story & Art)']",Shounen Jump (Weekly),8.44,143,50,97380,11908,60867
142,https://myanimelist.net/manga/768/Gunnm,Battle Angel Alita,Ganmu,銃夢 GUNNM,Manga,9,53,Finished,Nov 1990 to Mar 1995,"{'from': '1990-11-00', 'to': '1995-03-00'}","['Action', 'Sci', 'Sci', 'Seinen']","['Kishiro, Yukito (Story & Art)']",Business Jump,8.44,143,154,50584,3582,17892
143,https://myanimelist.net/manga/61189/Mahoutsukai_no_Yome,The Ancient Magus' Bride,The Magician's Bride,魔法使いの嫁,Manga,Unknown,Unknown,Publishing,"Nov  30, 2013 to ?","{'from': '2013-11-30', 'to': 'Unknown'}","['Fantasy', 'Magic', 'Shounen', 'Slice', 'Slice']","['Yamazaki, Kore (Story & Art)']",Comic Garden,8.44,142,105,64423,3476,16965
144,https://myanimelist.net/manga/40761/Ookami_Kodomo_no_Ame_to_Yuki,Wolf Children: Ame & Yuki,Wolf Children: Rain and Snow,おおかみこどもの雨と雪,Manga,3,16,Finished,"Apr  4, 2012 to Aug  3, 2013","{'from': '2012-04-04', 'to': '2013-08-03'}","['Drama', 'Fantasy', 'Romance', 'Slice', 'Slice', 'Seinen']","['Hosoda, Mamoru (Story)', ' Yuu (Art)']",Young Ace,8.43,153,647,15671,462,6618
145,https://myanimelist.net/manga/88930/Youjo_Senki,The Saga of Tanya the Evil,The Military Chronicles of a Little Girl,幼女戦記,Novel,Unknown,Unknown,Publishing,"Oct  31, 2013 to ?","{'from': '2013-10-31', 'to': 'Unknown'}","['Magic', 'Military']","['Shinotsuki, Shinobu (Art)', ' Zen, Carlo (Story)']",None,8.43,150,884,12041,498,2337
146,https://myanimelist.net/manga/100128/Yakusoku_no_Neverland,The Promised Neverland,Unknown,約束のネバーランド,Manga,20,181,Finished,"Aug  1, 2016 to Jun  15, 2020","{'from': '2016-08-01', 'to': '2020-06-15'}","['Mystery', 'Horror', 'Sci', 'Sci', 'Shounen']","['Demizu, Posuka (Art)', ' Shirai, Kaiu (Story)']",Shounen Jump (Weekly),8.43,151,18,144126,13580,65060
147,https://myanimelist.net/manga/102343/Fumetsu_no_Anata_e,To Your Eternity,"To You, the Immortal",不滅のあなたへ,Manga,Unknown,Unknown,Publishing,"Nov  9, 2016 to ?","{'from': '2016-11-09', 'to': 'Unknown'}","['Drama', 'Shounen', 'Supernatural']","['Ooima, Yoshitoki (Story & Art)']",Shounen Magazine (Weekly),8.43,148,226,36697,1742,10125
148,https://myanimelist.net/manga/974/Basara,Basara,Legend of Basara,BASARA,Manga,27,112,Finished,"Aug  11, 1990 to May  13, 1998","{'from': '1990-08-11', 'to': '1998-05-13'}","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Shoujo']","['Tamura, Yumi (Story & Art)']",Betsucomi,8.43,149,712,14407,698,4897
149,https://myanimelist.net/manga/1032/Doraemon,Doraemon,Unknown,ドラえもん,Manga,45,821,Finished,Dec 1969 to 1996,"{'from': '1969-12-00', 'to': '1996-00-00'}","['Adventure', 'Comedy', 'Kids', 'School', 'Sci', 'Sci', 'Shounen', 'Slice', 'Slice']","['Fujiko, Fujio F. (Story & Art)']",None,8.43,146,1353,8297,751,4300
150,https://myanimelist.net/manga/6164/My_Girl,My Girl,Unknown,マイガール,Manga,5,44,Finished,"Jun  2, 2006 to Sep  3, 2010","{'from': '2006-06-02', 'to': '2010-09-03'}","['Drama', 'Slice', 'Slice', 'Seinen']","['Yumeka, Sumomo (Story & Art)']",Comic Bunch,8.43,147,525,18641,489,6908
151,https://myanimelist.net/manga/7482/Rainbow__Nisha_Rokubou_no_Shichinin,Unknown,Unknown,RAINBOW 二舎六房の七人,Manga,22,235,Finished,"Nov  21, 2002 to Jan  4, 2010","{'from': '2002-11-21', 'to': '2010-01-04'}","['Drama', 'Historical', 'Psychological', 'Seinen']","['Abe, George (Story)', ' Kakizaki, Masasumi (Art)']",Young Sunday (Weekly),8.43,148,683,14874,558,4386
152,https://myanimelist.net/manga/12854/Toaru_Majutsu_no_Index,A Certain Magical Index,To Aru Majutsu no Kinsho Mokuroku,とある魔術の禁書目録,Novel,22,133,Finished,"Apr  10, 2004 to Oct  10, 2010","{'from': '2004-04-10', 'to': '2010-10-10'}","['Action', 'Comedy', 'Fantasy', 'Magic', 'Sci', 'Sci', 'Super', 'Super', 'Supernatural']","['Kamachi, Kazuma (Story)', ' Haimura, Kiyotaka (Art)']",None,8.43,153,450,20781,1379,6642
153,https://myanimelist.net/manga/736/Shin_Angyo_Onshi,Blade of the Phantom Master,"Phantom Master: Dark Hero from Ruined Empire, Shin-am Heng-uhsah, The New Secret Royal Inspector",新暗行御史,Manga,17,76,Finished,"Mar  19, 2001 to Aug  18, 2007","{'from': '2001-03-19', 'to': '2007-08-18'}","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural', 'Seinen']","['Yoon, In-Wan (Story)', ' Yang, Kyung-il (Art)']",Sunday Gene-X,8.42,157,366,25882,1225,8683
154,https://myanimelist.net/manga/2921/Kaichou_wa_Maid-sama,Maid-sama!,"Class President Is a Maid!, Toumei na Sekai, Transparent World",会長はメイド様！,Manga,18,98,Finished,"Dec  24, 2005 to Sep  24, 2013","{'from': '2005-12-24', 'to': '2013-09-24'}","['Comedy', 'Romance', 'School', 'Shoujo']","['Fujiwara, Hiro (Story & Art)']",LaLa,8.42,158,33,114770,8788,60095
155,https://myanimelist.net/manga/16816/Durarara,Durarara!!,DRRR!!,デュラララ!!,Novel,13,89,Finished,"Apr  10, 2004 to Jan  10, 2014","{'from': '2004-04-10', 'to': '2014-01-10'}","['Action', 'Drama', 'Romance', 'Supernatural']","['Narita, Ryohgo (Story)', ' Yasuda, Suzuhito (Art)']",None,8.42,156,463,20384,1043,4759
156,https://myanimelist.net/manga/35573/Orange,orange,"Haru-iro Astronaut, Spring-Colored Astronaut, orange: Mirai, orange: future",orange,Manga,6,31,Finished,"Mar  13, 2012 to Jan  25, 2017","{'from': '2012-03-13', 'to': '2017-01-25'}","['Drama', 'Romance', 'School', 'Sci', 'Sci', 'Shoujo']","['Takano, Ichigo (Story & Art)']",Monthly Action,8.42,157,40,103098,6129,48433
157,https://myanimelist.net/manga/48347/Ballroom_e_Youkoso,Welcome to the Ballroom,Sweep over the Dance Hall,ボールルームへようこそ,Manga,Unknown,Unknown,Publishing,"Nov  5, 2011 to ?","{'from': '2011-11-05', 'to': 'Unknown'}","['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","['Takeuchi, Tomo (Story & Art)']",Shounen Magazine (Monthly),8.42,158,384,24223,1007,7739
158,https://myanimelist.net/manga/107562/Kusuriya_no_Hitorigoto,Unknown,Drugstore Soliloquy,薬屋のひとりごと,Manga,Unknown,Unknown,Publishing,"May  25, 2017 to ?","{'from': '2017-05-25', 'to': 'Unknown'}","['Drama', 'Historical', 'Seinen']","['Hyuuga, Natsu (Story)', ' Nekokurage (Art)', ' Nanao, Itsuki (Story)']",Big Gangan,8.42,156,870,12212,489,3626
159,https://myanimelist.net/manga/401/Kiseijuu,Parasyte,"Parasite, Parasitic Beasts",寄生獣,Manga,10,64,Finished,"Nov  22, 1989 to Dec  23, 1995","{'from': '1989-11-22', 'to': '1995-12-23'}","['Action', 'Drama', 'Horror', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Iwaaki, Hitoshi (Story & Art)']",Afternoon,8.41,160,97,67589,3577,34157
160,https://myanimelist.net/manga/112115/Act-age,Act-age,Unknown,アクタージュ act-age,Manga,Unknown,Unknown,Publishing,"Jan  22, 2018 to ?","{'from': '2018-01-22', 'to': 'Unknown'}",['Shounen'],"['Matsuki, Tatsuya (Story)', ' Usazaki, Shiro (Art)']",Shounen Jump (Weekly),8.41,161,394,23588,1340,6592
161,https://myanimelist.net/manga/75989/Boku_no_Hero_Academia,My Hero Academia,Unknown,僕のヒーローアカデミア,Manga,Unknown,Unknown,Publishing,"Jul  7, 2014 to ?","{'from': '2014-07-07', 'to': 'Unknown'}","['Action', 'Comedy', 'School', 'Shounen', 'Super', 'Super']","['Horikoshi, Kouhei (Story & Art)']",Shounen Jump (Weekly),8.41,162,9,235499,22383,109135
162,https://myanimelist.net/manga/25515/JoJo_no_Kimyou_na_Bouken_Part_8__JoJolion,Unknown,"Jojorion, JoJo's Bizarre Adventure Part 8: Jojolion",ジョジョの奇妙な冒険 Part8 ジョジョリオン,Manga,Unknown,Unknown,Publishing,"May  19, 2011 to ?","{'from': '2011-05-19', 'to': 'Unknown'}","['Action', 'Adventure', 'Mystery', 'Supernatural', 'Seinen']","['Araki, Hirohiko (Story & Art)']",Ultra Jump,8.41,163,129,56857,2870,19439
163,https://myanimelist.net/manga/23900/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_7__Requiem_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch,When Seagulls Cry Episode 7: Requiem of the Golden Witch,うみねこのなく頃に散 - Episode 7: Requiem of the golden witch,Manga,9,48,Finished,"Apr  13, 2011 to Mar  12, 2015","{'from': '2011-04-13', 'to': '2015-03-12'}","['Mystery', 'Drama', 'Shounen', 'Supernatural', 'Psychological', 'Thriller']","['Mizuno, Eita (Art)', ' Ryukishi07 (Story)']",Shounen Gangan,8.4,172,1952,5964,139,2128
164,https://myanimelist.net/manga/107931/Blue_Period,Unknown,Unknown,ブルーピリオド,Manga,Unknown,Unknown,Publishing,"Jun  24, 2017 to ?","{'from': '2017-06-24', 'to': 'Unknown'}","['Drama', 'School', 'Seinen']","['Yamaguchi, Tsubasa (Story & Art)']",Afternoon,8.4,164,1177,9460,377,2241
165,https://myanimelist.net/manga/10/xxxHOLiC,xxxHOLiC,"xxxHolic Rou, xxxHolic Cage",xxxHOLiC,Manga,19,213,Finished,"Feb  24, 2003 to Feb  9, 2011","{'from': '2003-02-24', 'to': '2011-02-09'}","['Comedy', 'Mystery', 'Drama', 'Magic', 'Supernatural', 'Seinen']",['CLAMP (Story & Art)'],Young Magazine (Weekly),8.4,165,116,61000,4856,27364
166,https://myanimelist.net/manga/31/Lovely%E2%98%85Complex,Love★Com,"Love Com Plus, Lovely Complex Plus",ラブ★コン,Manga,17,68,Finished,"Aug  13, 2001 to Aug  13, 2007","{'from': '2001-08-13', 'to': '2007-08-13'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo']","['Nakahara, Aya (Story & Art)']",Bessatsu Margaret,8.4,167,171,44735,2497,20858
167,https://myanimelist.net/manga/106/Cardcaptor_Sakura,Cardcaptor Sakura,"Cardcaptor Sakura: Master of the Clow, CCS",カードキャプターさくら,Manga,12,50,Finished,"May  2, 1996 to Jul  3, 2000","{'from': '1996-05-02', 'to': '2000-07-03'}","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",['CLAMP (Story & Art)'],Nakayoshi,8.4,168,162,47187,4624,25312
168,https://myanimelist.net/manga/923/Kanata_kara,From Far Away,From the Other Side,彼方から,Manga,14,57,Finished,"Sep  24, 1991 to Jan  24, 2003","{'from': '1991-09-24', 'to': '2003-01-24'}","['Adventure', 'Demons', 'Fantasy', 'Romance', 'Shoujo']","['Hikawa, Kyouko (Story & Art)']",LaLa,8.4,168,934,11505,626,4838
169,https://myanimelist.net/manga/2895/Piano_no_Mori,Unknown,"Forest of the Piano, The Perfect World of Kai",ピアノの森,Manga,26,242,Finished,"Aug  5, 1998 to Nov  5, 2015","{'from': '1998-08-05', 'to': '2015-11-05'}","['Drama', 'Music', 'Seinen']","['Isshiki, Makoto (Story & Art)']",Morning,8.4,169,1020,10638,335,3556
170,https://myanimelist.net/manga/3281/Hadashi_no_Gen,Barefoot Gen,Barefoot Gen - Bomb on Hiroshima,はだしのゲン,Manga,10,54,Finished,"May  22, 1973 to Sep  10, 1974","{'from': '1973-05-22', 'to': '1974-09-10'}","['Drama', 'Historical', 'Shounen']","['Nakazawa, Keiji (Story & Art)']",Shounen Jump (Weekly),8.4,171,1837,6266,148,1656
171,https://myanimelist.net/manga/5255/Dengeki_Daisy,Dengeki Daisy,"Hetakuso Cupid, The Hopeless Cupid",電撃デイジー,Manga,16,80,Finished,"May  12, 2007 to Dec  24, 2013","{'from': '2007-05-12', 'to': '2013-12-24'}","['Comedy', 'Drama', 'Romance', 'Shoujo']","['Motomi, Kyousuke (Story & Art)']",Betsucomi,8.4,171,48,97674,8437,44102
172,https://myanimelist.net/manga/5744/Ping_Pong,Unknown,Unknown,ピンポン,Manga,5,55,Finished,1996 to 1997,"{'from': '1996-00-00', 'to': '1997-00-00'}","['Drama', 'Sports', 'Psychological', 'Seinen']","['Matsumoto, Taiyou (Story & Art)']",Big Comic Spirits,8.39,177,1392,8133,327,2703
173,https://myanimelist.net/manga/96573/Something_About_Us,Something About Us,"Woori, Our Relationship Is",우리사이느은,Manhwa,5,101,Finished,"Oct  1, 2014 to Oct  19, 2016","{'from': '2014-10-01', 'to': '2016-10-19'}","['Romance', 'School', 'Slice', 'Slice']","['Lee, Yunji (Story & Art)']",Lezhin Comics Webtoon,8.39,173,700,14633,562,5090
174,https://myanimelist.net/manga/99007/Komi-san_wa_Comyushou_desu,Unknown,"Komi-san wa, Communication Shougai desu.",古見さんは、コミュ症です。,Manga,Unknown,Unknown,Publishing,"May  18, 2016 to ?","{'from': '2016-05-18', 'to': 'Unknown'}","['Comedy', 'School', 'Shounen']","['Oda, Tomohito (Story & Art)']",Shounen Sunday,8.39,174,51,96339,6128,32608
175,https://myanimelist.net/manga/58141/Machida-kun_no_Sekai,The world of Machida-kun,"Kyou no Machida-kun, Ai, Aru Seikatsu",町田くんの世界,Manga,7,28,Finished,"Jun  13, 2013 to Apr  13, 2018","{'from': '2013-06-13', 'to': '2018-04-13'}","['School', 'Shoujo']","['Andou, Yuki (Story & Art)']",Bessatsu Margaret,8.39,175,1048,10453,356,4509
176,https://myanimelist.net/manga/87610/Tensei_shitara_Slime_Datta_Ken,That Time I Got Reincarnated as a Slime,TenSura,転生したらスライムだった件,Novel,Unknown,Unknown,Publishing,"May  30, 2014 to ?","{'from': '2014-05-30', 'to': 'Unknown'}",['Fantasy'],"['Mitz Vah (Art)', ' Fuse (Story)']",None,8.39,176,725,14171,592,4739
177,https://myanimelist.net/manga/56529/Bungou_Stray_Dogs,Bungo Stray Dogs,Unknown,文豪ストレイドッグス,Manga,Unknown,Unknown,Publishing,"Dec  4, 2012 to ?","{'from': '2012-12-04', 'to': 'Unknown'}","['Action', 'Supernatural', 'Seinen']","['Asagiri, Kafka (Story)', ' Harukawa35 (Art)']",Young Ace,8.38,178,250,34827,2319,9991
178,https://myanimelist.net/manga/57791/Canis_Series,Unknown,"Dear Mr. Rain, Dear Hatter, Canis The Speaker",CANISシリーズ,Manga,Unknown,Unknown,Publishing,"Jun  28, 2012 to ?","{'from': '2012-06-28', 'to': 'Unknown'}","['Drama', 'Shounen', 'Shounen', 'Slice', 'Slice']","['Ishie, Hachi (Story & Art)']",Opera,8.38,179,1992,5848,246,1606
179,https://myanimelist.net/manga/84983/Chichi_to_Hige-Gorilla_to_Watashi,Unknown,"Dad, the Beard Gorilla and I",父とヒゲゴリラと私,Manga,7,Unknown,Finished,"Feb  4, 2011 to Nov  5, 2018","{'from': '2011-02-04', 'to': '2018-11-05'}","['Comedy', 'Slice', 'Slice']","['Koike, Sadaji (Story & Art)']",Manga Club,8.38,187,2610,4502,106,1627
180,https://myanimelist.net/manga/87609/Tensei_shitara_Slime_Datta_Ken,That Time I Got Reincarnated as a Slime,"Regarding Reincarnated to Slime, Re: My Reincarnation as a Slime, TenSura",転生したらスライムだった件,Manga,Unknown,Unknown,Publishing,"Mar  26, 2015 to ?","{'from': '2015-03-26', 'to': 'Unknown'}","['Fantasy', 'Shounen']","['Kawakami, Taiki (Art)', ' Fuse (Story)']",Shounen Sirius,8.38,188,128,57861,2860,21803
181,https://myanimelist.net/manga/1414/SKET_Dance,Unknown,Unknown,SKET DANCE,Manga,32,288,Finished,"Jul  14, 2007 to Jul  8, 2013","{'from': '2007-07-14', 'to': '2013-07-08'}","['Comedy', 'Drama', 'School', 'Shounen']","['Shinohara, Kenta (Story & Art)']",Shounen Jump (Weekly),8.38,182,419,22337,1237,9057
182,https://myanimelist.net/manga/1649/Liar_Game,Unknown,Unknown,LIAR GAME,Manga,19,203,Finished,"Feb  17, 2005 to Jan  22, 2015","{'from': '2005-02-17', 'to': '2015-01-22'}","['Drama', 'Game', 'Psychological', 'Seinen']","['Kaitani, Shinobu (Story & Art)']",Young Jump,8.38,183,83,72067,4652,27057
183,https://myanimelist.net/manga/2459/Komatta_Toki_ni_wa_Hoshi_ni_Kike,Unknown,"Ask the Stars for Help!, Komahoshi, Komatta Toki ni wa Hoshi ni Kike!, Komatta toki ni wa Hoshi wo Kike, Komatta Toki Niwa Hoshi ni Kike",困った時には星に聞け!,Manga,26,82,Finished,"Mar  24, 1997 to May  20, 2005","{'from': '1997-03-24', 'to': '2005-05-20'}","['Comedy', 'Drama', 'Shoujo', 'Shounen', 'Shounen']","['Abe, Miyuki (Story & Art)']",Ichiraci,8.38,180,1764,6458,336,2282
184,https://myanimelist.net/manga/3572/Tobaku_Mokushiroku_Kaiji,Gambling Apocalypse Kaiji,Tobaku Mokujiroku Kaiji,賭博黙示録カイジ,Manga,13,158,Finished,"Feb  10, 1996 to Jul  26, 1999","{'from': '1996-02-10', 'to': '1999-07-26'}","['Drama', 'Game', 'Seinen']","['Fukumoto, Nobuyuki (Story & Art)']",Young Magazine (Weekly),8.38,185,1265,8776,260,2682
185,https://myanimelist.net/manga/6520/Hana_to_Akuma,Unknown,"Flower With Devil, Flower and Devil",花と悪魔,Manga,10,58,Finished,"Oct  20, 2007 to Nov  20, 2010","{'from': '2007-10-20', 'to': '2010-11-20'}","['Comedy', 'Demons', 'Mystery', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo', 'Supernatural']","['Oto, Hisamu (Story & Art)']",Hana to Yume,8.38,182,223,37017,1795,17316
186,https://myanimelist.net/manga/14236/Love_So_Life,Unknown,Unknown,LOVE SO LIFE,Manga,17,111,Finished,"Apr  15, 2008 to Jul  18, 2015","{'from': '2008-04-15', 'to': '2015-07-18'}","['Comedy', 'Drama', 'Romance', 'Shoujo', 'Slice', 'Slice']","['Kouchi, Kaede (Story & Art)']",Hana to Yume,8.38,183,166,46150,1784,20369
187,https://myanimelist.net/manga/96792/Kimetsu_no_Yaiba,Demon Slayer: Kimetsu no Yaiba,Blade of Demon Destruction,鬼滅の刃,Manga,Unknown,207,Finished,"Feb  15, 2016 to May  18, 2020","{'from': '2016-02-15', 'to': '2020-05-18'}","['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural']","['Gotouge, Koyoharu (Story & Art)']",Shounen Jump (Weekly),8.38,184,27,119499,10468,63274
188,https://myanimelist.net/manga/93753/Vanitas_no_Carte,The Case Study of Vanitas,"Vanitas no Shuki, Memoir of Vanitas",ヴァニタスの手記〈カルテ〉,Manga,Unknown,Unknown,Publishing,"Dec  22, 2015 to ?","{'from': '2015-12-22', 'to': 'Unknown'}","['Fantasy', 'Historical', 'Shounen', 'Vampire', 'Supernatural']","['Mochizuki, Jun (Story & Art)']",Gangan Joker,8.37,197,475,19944,1071,4059
189,https://myanimelist.net/manga/100035/Tongari_Boushi_no_Atelier,Atelier of Witch Hat,Unknown,とんがり帽子のアトリエ,Manga,Unknown,Unknown,Publishing,"Jul  22, 2016 to ?","{'from': '2016-07-22', 'to': 'Unknown'}","['Fantasy', 'Magic', 'Seinen']","['Shirahama, Kamome (Story & Art)']",Morning Two,8.37,190,600,16549,698,3780
190,https://myanimelist.net/manga/84255/Hidamari_ga_Kikoeru,I Hear the Sunspot,Theory of Happiness,ひだまりが聴こえる,Manga,Unknown,Unknown,Publishing,"Dec  21, 2013 to ?","{'from': '2013-12-21', 'to': 'Unknown'}","['School', 'Shounen', 'Shounen', 'Slice', 'Slice']","['Fumino, Yuki (Story & Art)']",Canna,8.37,189,662,15493,678,5357
191,https://myanimelist.net/manga/24308/No6,No.6,"Number Six, Number 6",NO.6 [ナンバーシックス],Manga,9,35,Finished,"Jan  28, 2011 to Nov  28, 2013","{'from': '2011-01-28', 'to': '2013-11-28'}","['Action', 'Mystery', 'Drama', 'Sci', 'Sci', 'Shoujo']","['Asano, Atsuko (Story)', ' Kino, Hinoki (Art)']",ARIA,8.37,193,269,32670,1834,12329
